datetime,No,DEWP,TEMP,PRES,Iws,Is,Ir,cbwd_NW,cbwd_SE,cbwd_cv,pm2.5
2010-01-02 00:00:00,25,-1.234456180545905,-1.348408160063646,0.3459432043179679,-0.4418938451785167,-0.0693529927507349,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,129.0
2010-01-02 01:00:00,26,-1.1651718386960312,-1.348408160063646,0.3459432043179679,-0.4240974272689091,-0.0693529927507349,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,148.0
2010-01-02 02:00:00,27,-0.8880344712965375,-1.4303856296916202,0.4433276451897058,-0.4063010093593013,-0.0693529927507349,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,159.0
2010-01-02 03:00:00,28,-0.6108971038970438,-1.4303856296916202,0.5407120860614437,-0.3705082137882926,1.2458030238257296,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,181.0
2010-01-02 04:00:00,29,-0.6108971038970438,-1.4303856296916202,0.5407120860614437,-0.3527117958786849,2.5609590404021945,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,138.0
2010-01-02 05:00:00,30,-0.6108971038970438,-1.5123630993195945,0.5407120860614437,-0.3349153779690771,3.876115056978658,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,109.0
2010-01-02 06:00:00,31,-0.6108971038970438,-1.5123630993195945,0.6380965269331816,-0.2991225823980684,5.191271073555123,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,105.0
2010-01-02 07:00:00,32,-0.6108971038970438,-1.4303856296916202,0.7354809678049196,-0.2633297868270596,-0.0693529927507349,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,124.0
2010-01-02 08:00:00,33,-0.6801814457469172,-1.5123630993195945,0.7354809678049196,-0.2275369912560509,-0.0693529927507349,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,120.0
2010-01-02 09:00:00,34,-0.6108971038970438,-1.4303856296916202,0.8328654086766575,-0.1917441956850421,-0.0693529927507349,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,132.0
2010-01-02 10:00:00,35,-0.6108971038970438,-1.4303856296916202,0.9302498495483954,-0.1291567933737251,1.2458030238257296,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,140.0
2010-01-02 11:00:00,36,-0.6801814457469172,-1.4303856296916202,0.9302498495483954,-0.0665693910624082,-0.0693529927507349,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,152.0
2010-01-02 12:00:00,37,-0.6801814457469172,-1.4303856296916202,0.9302498495483954,-0.0039819887510911,-0.0693529927507349,-0.1376670916056331,-0.6905421199983467,1.3660845692561323,-0.5220964661088392,148.0
